Name,Prefix,Date Joined,Date of Last Deposit,Date of Last Query,Reference Links Live
Brewing Society of Japan,10.6013,"Nov 16, 2011","Feb 15, 2016",unknown,-
Bridget Williams Books,10.7810,"Jul 27, 2012","Apr 15, 2016",unknown,-
Brighthall,10.7899,"Sep 10, 2012","Apr 26, 2016",unknown,-
Brill Academic Publishers,10.1163,"Feb 01, 2001","May 11, 2016","Oct 05, 2015",Yes
Brill Academic Publishers (Logos International Publishing Education Foundation),10.2959,"Feb 01, 2001",unknown,unknown,Yes
British Academy,10.5871,"Aug 15, 2011","Mar 11, 2016",unknown,-
British Association for the Study of Religions (BASR),10.18792,,"Sep 28, 2015",unknown,-
British Editorial Society of Bone and Joint Surgery,10.1302,"Oct 01, 2002","May 10, 2016",unknown,Yes
British Hydrological Society,10.7558,"May 17, 2012",unknown,unknown,-
British Institute at Ankara,10.18866,,"Dec 09, 2015",unknown,-
British Institute of Non-Destructive Testing,10.1784,"Jul 20, 2004","May 05, 2016","Apr 04, 2014",Yes
British Institute of Radiology,10.1259,"Jun 01, 2002","May 11, 2016","May 05, 2016",Yes
British Machine Vision Association and Society for Pattern Recognition,10.5244,"Jun 07, 2010","Dec 23, 2015",unknown,-
British Society for Plant Pathology,10.5197,"Apr 21, 2010","May 11, 2016",unknown,-
Brno University of Technology,10.13164,"Jul 23, 2013","Apr 14, 2016",unknown,-
Brookings Institution Press,10.7864,"Aug 22, 2012",unknown,unknown,-
BSI British Standards,10.3403,"Oct 04, 2007","May 11, 2016","Oct 05, 2015",-
Buletin Asociacion Geografos Espanoles,10.21138,,"May 04, 2016",unknown,-
Buletin Peternakan,10.21059,,"Apr 19, 2016",unknown,-
Buletin Veteriner Udayana,10.21531,,unknown,unknown,-
Bulletin of Chemical Reaction Engineering and Catalysis,10.9767,"Oct 15, 2012","Jul 11, 2015",unknown,-
Bulletin of Marine Science,10.5343,"Aug 18, 2010","Apr 29, 2016",unknown,Yes
Bulletin of the Mineral Research and Exploration,10.19111,,"Dec 19, 2015",unknown,-
Bumhan Philosophical Society,10.17745,,unknown,unknown,-
Burke's Peerage and Gentry,10.5118,"Feb 10, 2010",unknown,unknown,-
Burleigh Dodds Science Publishing Limited,10.19103,,unknown,unknown,-
Bursa Ilahiyat Foundation,10.12730,"Feb 07, 2013","Feb 21, 2016",unknown,-
Buryat State University,10.18101,,"Mar 18, 2016",unknown,-
Business and Economics Research Journal,10.20409,,"Apr 19, 2016",unknown,-
Business and Management Studies: An International Journal,10.15295,"Mar 26, 2014","Apr 18, 2016",unknown,-
"Business Department, School of Economics, Business & Accounting",10.5700,"Apr 26, 2011","May 04, 2016",unknown,-
Business Expert Press,10.4128,"Feb 10, 2009",unknown,unknown,-
Business History Society of Japan,10.5029,"Dec 07, 2009","Mar 27, 2016",unknown,Yes
Business Valuation Review Journal,10.5791,"Jul 07, 2011","Apr 21, 2016","Dec 18, 2015",-
"Butler University, Irwin Library",10.7825,"Aug 06, 2012","Nov 21, 2013",unknown,-
Byte Systems - Solucoes Digitais,10.12702,"Feb 01, 2013","Apr 18, 2016","Oct 05, 2015",-
C.H. Beck,10.15358,"Apr 28, 2014","Apr 19, 2016",unknown,-
C.H. Beck,10.17104,"Apr 28, 2014","Apr 28, 2016",unknown,-
C.H. Beck,10.15358,"Apr 28, 2014","Apr 19, 2016",unknown,-
C.H. Beck,10.17104,"Apr 28, 2014","Apr 28, 2016",unknown,-
C.Q.D.- Revista Eletronica Paulista de Matematica,10.21167,,"Apr 18, 2016",unknown,-
CABI Publishing,10.1079,"Jul 01, 2000","Apr 29, 2016","Oct 05, 2015",Yes
CABI Publishing - Evidence on Demand,10.12774,"Jul 01, 2000","May 11, 2016",unknown,-
"CAD Solutions, LLC",10.14733,"Nov 06, 2007","May 19, 2015",unknown,-
"CAD Solutions, LLC.",10.3722,"Nov 06, 2007",unknown,unknown,-
Cadernos Cenpec,10.18183,,unknown,unknown,-
Cadernos Ibero-Americanos de Direito Sanitario,10.17566,,"Mar 31, 2016",unknown,-
CADIME Centro Andaluz de Informacion de Medicamentos,10.11119,"Nov 07, 2012","Dec 14, 2015",unknown,-
Cagdas Tip Dergisi: Journal of Contemporary Medicine,10.16899,,"Apr 26, 2016",unknown,-
CAIRN,10.3917,"Jun 09, 2008","May 11, 2016","May 11, 2016",Yes
California Digital Library,10.15697,,unknown,unknown,-
California Institute for Human Science,10.2742,"Jun 13, 2006",unknown,unknown,-
Cambria Press,10.15239,"Mar 11, 2014","Apr 14, 2016",unknown,-
Cambridge Journal of International and Comparative Law,10.7574,"May 02, 2012","Sep 19, 2015",unknown,-
Cambridge Medicine Journal,10.7244,"Mar 15, 2012",unknown,unknown,-
Cambridge University Press,10.1017,"Jul 01, 2000","May 11, 2016","Oct 05, 2015",Yes
Cambridge University Press (Anthem Press),10.7135,"Jul 01, 2000","Jan 02, 2016",unknown,Yes
Cambridge University Press (Australian Academic Press),10.1375,"Jul 01, 2000","Jan 04, 2016","Oct 05, 2015",Yes
Cambridge University Press (Entomological Society of Canada),10.4039,"Jul 01, 2000","May 10, 2016","Dec 06, 2015",Yes
Cambridge University Press (Liverpool University Press),10.5949,"Jul 01, 2000","Jan 21, 2016",unknown,Yes
Cambridge University Press (Materials Research Society),10.1557,"Jul 01, 2000","May 11, 2016","Apr 25, 2015",Yes
Cambridge University Press (Mathematical Association of America),10.5948,"Jul 01, 2000","Jan 28, 2016",unknown,Yes
Cambridge University Press (Nottingham University Press),10.7313,"Jul 01, 2000",unknown,unknown,Yes
Cambridge University Press (Society for the Promotion of Roman Studies),10.3815,"Jul 01, 2000",unknown,unknown,Yes
Canada-China Clinical Medicine Study Association,10.4021,"Sep 15, 2008","Jan 16, 2014",unknown,-
Canadian Aeronautics and Space Institute,10.5589,"Feb 16, 2011","May 03, 2016","Apr 24, 2015",-
Canadian Arena of Applied Scientific Research,10.18797,,"Dec 14, 2015",unknown,-
Canadian Association of Occupational Therapists,10.2182,"Aug 01, 2001",unknown,"Sep 14, 2015",Yes
Canadian Association of Schools of Nursing,10.17483,,"Sep 14, 2015",unknown,-
Canadian Center of Science and Education,10.5539,"Jan 12, 2011","May 11, 2016",unknown,Yes
Canadian Centre of Academic Art and Science,10.5618,"Mar 03, 2011",unknown,unknown,-
Canadian Geriatrics Society,10.5770,"Sep 26, 2011","Apr 05, 2016",unknown,-
Canadian Health Libraries Association,10.5596,"Mar 02, 2011","Apr 01, 2016",unknown,-
Canadian Institute of Forestry,10.5558,"Feb 17, 2011","Mar 21, 2016",unknown,-
Canadian Institute of Geomatics,10.5623,"Mar 07, 2011","Apr 29, 2016",unknown,-
"Canadian Institute of Mining, Metallurgy, and Petroleum",10.15834,,"Apr 08, 2016",unknown,-
Canadian Institute of Public Health Inspectors,10.5864,"Aug 24, 2011","Mar 16, 2016",unknown,-
Canadian Mathematical Society,10.4153,"Mar 10, 2009","May 11, 2016","Oct 05, 2015",Yes
Canadian Medical Association,10.9778,"Aug 01, 2003","May 11, 2016",unknown,Yes
Canadian Opthalmological Society,10.3129,"Dec 18, 2006","Jan 27, 2015","Sep 14, 2015",Yes
Canadian Periodical for Community Studies,10.7870,"Aug 22, 2012","Feb 25, 2016","Dec 13, 2015",-
Canadian Pharmacists Journal,10.3821,"Aug 01, 2001",unknown,unknown,Yes
Canadian Public Health Association,10.17269,,"Mar 15, 2016",unknown,-
Canadian Science Publishing,10.1139,"Dec 01, 2000","May 11, 2016","Apr 27, 2016",Yes
Canadian Society for Bioengineering,10.7451,"Apr 19, 2012","May 10, 2016",unknown,-
Canadian Society of Hospital Pharmacists,10.4212,"May 18, 2009","Apr 29, 2016",unknown,Yes
Canadian Urological Association Journal,10.5489,"Dec 06, 2010","Apr 18, 2016",unknown,-
Canadian Water Resources Association,10.4296,"Oct 19, 2009",unknown,unknown,-
Canakkale Arastirmalari Turk Yilligi Dergisi,10.17518,,"Apr 15, 2016",unknown,-
Cancer Biology and Medicine,10.20892,,unknown,unknown,-
Cancer Intelligence,10.3332,"Jun 11, 2007","Apr 28, 2016",unknown,Yes
Cancer Research Frontiers,10.17980,,"May 01, 2016",unknown,-
Cankiri Karatekin Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,10.18074,,"Apr 27, 2016",unknown,-
Cappadocia Journal of History and Social Sciences,10.18299,,"Apr 24, 2016",unknown,-
Carcinological Society of Japan,10.18353,,"Nov 16, 2015",unknown,-
Carden Jennings Publishing Co.,10.1532,"Jan 01, 2004","Apr 18, 2016","Mar 18, 2016",Yes
Cardiff University Press,10.18573,,"May 09, 2016",unknown,-
"Cardiofront, LLC",10.4022,"Sep 15, 2008",unknown,unknown,-
Carl Hanser Verlag GMBH & Co KG,10.3139,"Jan 04, 2007","May 11, 2016","May 11, 2016",Yes
Carleton College,10.18277,,unknown,unknown,-
Cartography & Geographic Information Society,10.1559,"Feb 01, 2004",unknown,unknown,Yes
Case Western Reserve University,10.18062,,unknown,unknown,-
Case Western Reserve University,10.18581,,unknown,unknown,-
Case Western Reserve University,10.18695,,unknown,unknown,-
Case Western Reserve University,10.18582,,unknown,unknown,-
Case Western Reserve University,10.20411,,unknown,unknown,-
Case Western Reserve University,10.18062,,unknown,unknown,-
Case Western Reserve University,10.18581,,unknown,unknown,-
Case Western Reserve University,10.18695,,unknown,unknown,-
Case Western Reserve University,10.18582,,unknown,unknown,-
Case Western Reserve University,10.20411,,unknown,unknown,-
Case Western Reserve University,10.18062,,unknown,unknown,-
Case Western Reserve University,10.18581,,unknown,unknown,-
Case Western Reserve University,10.18695,,unknown,unknown,-
Case Western Reserve University,10.18582,,unknown,unknown,-
Case Western Reserve University,10.20411,,unknown,unknown,-
Case Western Reserve University,10.18062,,unknown,unknown,-
Case Western Reserve University,10.18581,,unknown,unknown,-
Case Western Reserve University,10.18695,,unknown,unknown,-
Case Western Reserve University,10.18582,,unknown,unknown,-
Case Western Reserve University,10.20411,,unknown,unknown,-
Case Western Reserve University,10.18062,,unknown,unknown,-
Case Western Reserve University,10.18581,,unknown,unknown,-
Case Western Reserve University,10.18695,,unknown,unknown,-
Case Western Reserve University,10.18582,,unknown,unknown,-
Case Western Reserve University,10.20411,,unknown,unknown,-
Caspian Journal of Applied Sciences Research,10.11115,"Nov 06, 2012",unknown,unknown,-
CASRP; Center of Advanced Scientific Research and Publications,10.18869,,"Mar 23, 2016",unknown,-
Catholic Theological Union,10.17688,,"May 09, 2016",unknown,-
CBCD Colegio Brasileiro de Cirugia Digestiva,10.17982,,unknown,unknown,-
CD Remedies,10.15254,"Mar 25, 2014","Apr 08, 2015",unknown,-
Cedrus,10.13113,"Jun 04, 2013","Jun 30, 2015",unknown,-
CEGOT - Center of Studies on Geography and Spatial Planning,10.17127,,"Dec 29, 2015","Nov 02, 2015",-
Celal Bayar University Journal of Science,10.18466,,"May 01, 2016",unknown,-
Celal Bayar University Journal of Social Sciences,10.18026,,"Apr 19, 2016",unknown,-
Cellular and Molecular Exercise Physiology,10.7457,"Apr 17, 2012","Jun 18, 2015",unknown,-
Cellule MathDoc/CEDRAM,10.5802,"Jul 14, 2011","May 03, 2016","May 03, 2016",-
"Centauro, SRL",10.15274,"Mar 19, 2014","May 02, 2016","Sep 14, 2015",-
Centennial Library,10.15385,"Apr 22, 2014","Apr 15, 2016",unknown,-
Center for Academic Publications Japan,10.3177,"Feb 27, 2007","Apr 26, 2016",unknown,Yes
Center for Applied Energy Research,10.4177,"Apr 08, 2009","Feb 12, 2016",unknown,-
Center for Art Studies,10.14380,"Sep 26, 2013",unknown,unknown,-
"Center for Bioethics and Research, Nigeria",10.20541,,unknown,unknown,-
Center for Cross-Cultural Studies,10.21049,,unknown,unknown,-
Center for East Asian Studies,10.3994,"Aug 06, 2008",unknown,unknown,-
Center for Economic Integration,10.11130,"Nov 20, 2012","Mar 08, 2016",unknown,-
Center for Education Research,10.14333,"Sep 10, 2013","Feb 23, 2016",unknown,-
"Center for Environmental Research, Institute of Research and Community Services (IPB)",10.19081,,"Feb 26, 2016",unknown,-
"Center for International Area Studies, HFUS",10.18327,,"Mar 17, 2016",unknown,-
Center for International Forestry Research (CIFOR),10.17528,,"Apr 13, 2016",unknown,-
"Center for Journal Management and Publication, Lambung Mangkurat University",10.20527,,unknown,unknown,-
Center for Law and Policy,10.5349,"Aug 17, 2010",unknown,unknown,-
Center for Migration Studies,10.14240,"Aug 01, 2013","Mar 14, 2016",unknown,-
Center for Music Learning,10.6022,"Nov 21, 2011",unknown,unknown,-
Center for Nanotechnology in Society at UC Santa Barbara,10.17915,,unknown,unknown,-
Center for Psychiatric Rehabilitation,10.2975,"Oct 13, 2006",unknown,unknown,-
"Center for Southeast Asian Studies, HUFS",10.21485,,unknown,unknown,-
"Center for Southeast Asian Studies, Kyoto University",10.20495,,unknown,unknown,-
Center for Studies of Christian Thoughts and Culure,10.15757,,"Dec 02, 2015",unknown,-
Center for the Blue Economy,10.15351,"Apr 15, 2014",unknown,unknown,-
Center for the Study of Chinese Characters in Korea,10.14772,"Jan 14, 2014","Apr 12, 2015",unknown,-
Center for Transportation Studies,10.5198,"Apr 21, 2010","Jan 07, 2016",unknown,Yes
Center for World Mission,10.17778,,unknown,unknown,-
Center of Physical Chemical Methods of Research and Analysis,10.15328,"Apr 07, 2014","Apr 25, 2016",unknown,-
Centers for American Indian and Alaska Native Health,10.5820,"Jul 07, 2011","Apr 26, 2016",unknown,-
Centers For Disease Control and Prevention,10.3201,"Apr 12, 2007","May 11, 2016",unknown,Yes
Centers for Disease Control and Prevention,10.5888,"Apr 12, 2007","May 06, 2016",unknown,Yes
Centers for Disease Control and Prevention,10.15620,"Apr 12, 2007",unknown,unknown,-
Centers for Disease Control and Prevention,10.5888,"Apr 12, 2007","May 06, 2016",unknown,Yes
Centers for Disease Control and Prevention,10.15620,"Apr 12, 2007",unknown,unknown,-
Centers for Disease Control MMWR Office,10.15585,"Jul 02, 2014","May 10, 2016",unknown,-
Centraalbureau voor Schimmelcultures,10.3114,"Nov 21, 2006","Nov 12, 2013","Sep 14, 2015",Yes
Central Bohemia University,10.12955,"Mar 26, 2013","Mar 06, 2016",unknown,-
Central Collector of Libraries BIBCOM,10.15217,"Apr 16, 2014","Apr 28, 2016",unknown,-
Central European University Press,10.7829,"Aug 27, 2012",unknown,unknown,-
Central Institute of Cultural Heritage,10.20292,,unknown,unknown,-
"Central Marine Fisheries Research Institute, Kochi",10.21077,,unknown,unknown,-
Centre de Recherche en Demographie et Societes,10.14428,"Oct 22, 2013","Apr 15, 2016",unknown,-
Centre for Advancement in Inclusive and Special Education,10.12796,"Mar 05, 2013",unknown,unknown,-
Centre for Bioscience,10.3108,"Nov 07, 2012",unknown,"Feb 16, 2015",-
Centre for Evaluation in Education and Science,10.5937,"Sep 26, 2011","May 06, 2016",unknown,-
Centre for Postgraduate Studies,10.14239,"Aug 20, 2013",unknown,unknown,-
Centre for Scripture & Theology,10.5827,"Sep 06, 2011",unknown,unknown,-
Centre for Theoretical Physics and Astrophysics,10.9751,"Sep 25, 2012","May 17, 2015",unknown,-
Centre Francais du Littoral,10.5150,"Apr 01, 2010","Mar 09, 2016",unknown,-
"Centre of Sociological Research, NGO",10.14254,"Aug 13, 2013","May 09, 2016",unknown,-
Centro Cientifico Conhecer,10.18677,,"Mar 01, 2016",unknown,-
Centro de Ciencias de la Atmosfera,10.20937,,unknown,unknown,-
Centro de Ensino Unificado de Brasilia,10.5102,"Jan 28, 2010","Apr 25, 2016",unknown,-
Centro de Estudios Politicos y Constitucionales,10.18042,,"Apr 29, 2016",unknown,-
Centro de Estudios Superiores de Baja California S.C.,10.15418,"May 06, 2014","Apr 28, 2016",unknown,-
"Centro de Estudos de Comunicacao e Sociedade, Universidade Minho",10.17231,,"Jan 11, 2016",unknown,-
"Centro de Estudos e Pesquisas em Educacao, Cultura e Acao Comunitaria (CENPEC)",10.18676,,"May 03, 2016",unknown,-
Centro de Estudos Geograficos (IGOT) Universidade de Lisboa,10.18055,,"Mar 15, 2016",unknown,-
Centro de Estudos Latino-Americanos sobre Cultura e Comunicacao,10.5841,"Sep 26, 2011","Mar 15, 2016",unknown,-
Centro de Innovacion y Desarrollo Tecnologico en Computo,10.17562,,"Jul 13, 2015",unknown,-
Centro de Investigacao e Estudos de Sociologica,10.7458,"Apr 12, 2012","Jan 20, 2016",unknown,-
Centro de Investigaciones Biologicas del Noroeste (CIBNOR),10.18242,,unknown,unknown,-
Centro de Investigaciones Biologicas del Noroeste (CIBNOR),10.18846,,unknown,unknown,-
Centro de Investigaciones Biologicas del Noroeste (CIBNOR),10.18242,,unknown,unknown,-
Centro de Investigaciones Biologicas del Noroeste (CIBNOR),10.18846,,unknown,unknown,-
Centro de Investigaciones Sociologicas,10.5477,"Nov 29, 2010","Jan 15, 2016",unknown,-
Centro de Investigaciones y Publicaciones Farmaceuticas (CIPF),10.18549,,"Mar 20, 2016",unknown,-
Centro Interdisciplinario de Investigaciones en Psicologia Matematic,10.16888,,"Jul 17, 2015",unknown,-
Centro Latino Americano de Estudios en Informatica,10.19153,,"Apr 15, 2016",unknown,-
Centro Sperimentale Interuniversitario di Ricerca Stradale-Aeroportuale,10.5568,"Feb 08, 2011",unknown,unknown,-
Centro Universitario de Maringa,10.17765,,"May 03, 2016",unknown,-
Centro Universitario Italo Brasileiro,10.7435,"Apr 02, 2012",unknown,unknown,-
Centro Universitario La Salle - UNILASALLE,10.18316,,"May 03, 2016",unknown,-
Centro Universitario Sao Camilo - Sao Paulo,10.15343,"Apr 15, 2014","May 05, 2016",unknown,-
Centro Universitario UNISOCIESC,10.14521,"Nov 22, 2013","Mar 24, 2016",unknown,-
Centrum Catolica,10.7835,"Aug 22, 2012","Apr 01, 2016",unknown,-
Ceramic Society of Japan,10.2109,"Sep 16, 2004","Apr 30, 2016",unknown,Yes
Cerceau,10.17655,,"Feb 15, 2016",unknown,-
Cesuca - Centro Ensino Superior de Cachoeirinha,10.17793,,"May 11, 2016",unknown,-
Cevre Koruma ve Arastirma Vakfi,10.5053,"Jan 13, 2010","Apr 15, 2016",unknown,-
CFA Institute,10.2469,"Dec 02, 2005","May 11, 2016","Mar 10, 2016",Yes
Chamber of Financial Auditors of Romania,10.20869,,"Apr 17, 2016",unknown,-
ChanRe Healthcare and Research,10.15305,"Mar 31, 2014","May 03, 2016",unknown,-
"Charles University in Prague, Karolinum Press",10.14712,"Jan 02, 2014","May 05, 2016","May 04, 2016",-
Chattagram Maa-O-Shishu Hospital Medical College,10.11566,"Nov 29, 2012",unknown,unknown,-
Check List Journal,10.15560,"Jun 18, 2014","May 10, 2016",unknown,-
Chelonian Research Foundation,10.3854,"Apr 15, 2008","May 04, 2015",unknown,-
Chem-Bio Informatics Society,10.1273,"Jul 01, 2002","Jan 21, 2016",unknown,Yes
Chemical Science Transactions,10.7598,"May 22, 2012","Apr 20, 2016",unknown,-
Chiang Mai University,10.12982,"Apr 12, 2013","Jan 19, 2016",unknown,-
Child Mind Institute,10.15387,"May 05, 2014","Aug 03, 2015",unknown,-
"Children, Youth and Environments Center",10.7721,"Jun 21, 2012","May 11, 2016","Dec 21, 2015",-
Chimera Innova Group,10.11565,"Nov 29, 2012","May 02, 2016","Jan 06, 2016",-
"China Communications Magazine, Co., Ltd.",10.12676,"Jan 31, 2013",unknown,unknown,-
China Journal of Chinese Materia Medica,10.4268,"Jul 08, 2009","Aug 18, 2015",unknown,Yes
China Research Center,10.17935,,"Dec 02, 2015",unknown,-
China Science Publishing & Media Ltd.,10.3724,"Nov 12, 2007","Apr 29, 2016","Apr 28, 2016",Yes
Chinese Birds Press,10.5122,"Mar 04, 2010","Mar 20, 2014",unknown,-
Chinese Civilisation Centre,10.5404,"Oct 14, 2010",unknown,unknown,-
Chinese Geoscience Union,10.3319,"May 25, 2007","Jan 04, 2016",unknown,Yes
Chinese Journal of Cancer Research,10.21147,,unknown,unknown,-
Chinese Journal of Mechanical Engineering,10.3901,"Jun 03, 2008","Apr 28, 2016",unknown,Yes
Chinese Journal of Plant Ecology,10.17521,,"Apr 21, 2016",unknown,-
Chinese Physiological Society,10.4077,"Dec 18, 2008","Jan 17, 2016",unknown,-
"Chinese Society for Mineralogy, Petrology, and Geochemistry",10.18654,,unknown,unknown,-
Chitkara University Publications,10.15415,"May 20, 2014","Mar 31, 2016",unknown,-
Chonnam National University Medical School (KAMJE),10.4068,"Dec 02, 2008","Dec 31, 2015","Apr 26, 2016",Yes
Chonnam National University of Fishing Technology Institute,10.15399,"Apr 28, 2014",unknown,unknown,-
Chornomorski Botanical Journal,10.14255,"Mar 04, 2014","Jun 26, 2015",unknown,-
Christ University Bangalore,10.11615,"Dec 13, 2012",unknown,unknown,-
Christ University Bangalore - Artha Journal of Social Sciences,10.12724,"Dec 13, 2012",unknown,unknown,-
Christ University Bangalore - Atna Journal of Tourism Studies,10.12727,"Dec 13, 2012",unknown,unknown,-
Christ University Bangalore - Christ University Law Journal,10.12728,"Dec 13, 2012",unknown,unknown,-
Christ University Bangalore - Mapana Journal of Sciences,10.12723,"Dec 13, 2012",unknown,unknown,-
Christ University Bangalore - Tattva Journal of Philosophy,10.12726,"Dec 13, 2012",unknown,unknown,-
Christ University Bangalore - Ushus Journal of Business Management,10.12725,"Dec 13, 2012",unknown,unknown,-
Christian Journal for Global Health,10.15566,"Jun 19, 2014","Mar 13, 2016",unknown,-
Chukyo University,10.20459,,unknown,unknown,-
Chumakov Institute of Poliomyelitis and Viral Encephalitides,10.15610,,"Sep 28, 2015",unknown,-
Chungcheong Mathematical Society,10.14403,"Oct 16, 2013","Apr 25, 2016",unknown,-
Chungwoon University Broadcasting and Arts Research Institute,10.17288,,unknown,unknown,-
CIC Edizioni Internazionali,10.11138,"Nov 20, 2012","May 06, 2016",unknown,-
CIESPAL,10.16921,,"Jan 29, 2015",unknown,-
CILIP Information Literacy Group,10.11645,"Jan 07, 2013","Dec 04, 2015",unknown,-
Cineforum,10.19119,,"Jan 21, 2016",unknown,-
CIRAD (Centre de Cooperation Internationale en Recherche Agronomique Pour le Developpement,10.19182,,unknown,unknown,-
"City Net Scientific Research Center, Ltd. Belgrade",10.7708,"Jun 11, 2012","Dec 23, 2015",unknown,-
"Civil-Comp, Ltd.",10.4203,"May 11, 2009","Mar 10, 2016",unknown,Yes
Civilacademy Journal of Social Sciences,10.18595,,unknown,unknown,-
Claremont Colleges Library,10.5642,"Apr 11, 2011","Apr 26, 2016",unknown,-
Classical Association of South Africa,10.15731,,"Feb 13, 2015",unknown,-
"Classical Association of the Middle West and South, Inc.",10.5184,"Apr 07, 2010","May 12, 2016","Dec 21, 2015",-
CLAWAR Association Limited,10.13180,"Jun 18, 2013","Jan 30, 2014","Jan 29, 2014",-
Clay Minerals Society,10.1346,"Jan 01, 2003","Feb 25, 2016",unknown,Yes
Cleveland Clinic Journal of Medicine,10.3949,"Sep 16, 2008","Apr 01, 2014",unknown,Yes
Clinical Laboratory Publications,10.7754,"Jun 28, 2012",unknown,unknown,-
Clinics Cardive Publishing,10.5830,"Jul 18, 2011","Dec 10, 2015",unknown,-
Clio Arqueologica,10.20891,,"May 05, 2016",unknown,-
CLOCKSS Archive,10.13030,"May 07, 2013",unknown,unknown,-
Clujul Medical,10.15386,"May 21, 2014","May 11, 2016",unknown,-
Clute Institute,10.19030,,"May 02, 2016",unknown,-
CMB Association,10.14715,"Jan 14, 2014","Apr 21, 2016",unknown,-
CNPS,10.7714,"Jun 06, 2012",unknown,unknown,-
CNT Nanostroitelstvo,10.15828,,"Apr 21, 2016",unknown,-
CNU Journal of Agricultural Science,10.7744,"Jun 25, 2012","Apr 19, 2016",unknown,-
CNU Research Institute of Education,10.18612,,"Apr 26, 2016",unknown,-
Co-Action Publishing,10.3402,"Oct 04, 2007","May 11, 2016",unknown,Yes
Co-Action Publishing (Emerging Health Threats Forum CIC),10.3134,"Dec 21, 2006",unknown,unknown,-
Co-Action Publishing Cappelen Damms,10.17585,"Oct 04, 2007","May 09, 2016",unknown,-
Co-Action Publishing Medical Education Online,10.3885,"May 13, 2008",unknown,unknown,-
Co. Ltd. Ukrinformnauka,10.15407,"Jul 02, 2014","May 04, 2016","Sep 30, 2015",-
CO2CRC,10.5341,"Aug 12, 2010",unknown,unknown,-
CoAction Publishing Libyan Journal of Medicine Society,10.4176,"Oct 04, 2007","May 04, 2016",unknown,Yes
Coastal Engineering Reserach Council,10.9753,"Oct 01, 2012","Jan 26, 2015",unknown,-
CODATA,10.2481,"Jan 06, 2006","Mar 22, 2015",unknown,Yes
Codon Publications,10.15586,"Jul 07, 2014","Mar 29, 2016","Sep 28, 2015",-
Cogitatio,10.17645,,"May 05, 2016",unknown,-
Cognitive-crcs,10.15405,"May 07, 2014","May 09, 2016",unknown,-
Cognizant Communication Corp,10.3727,"Nov 14, 2007","May 12, 2016",unknown,Yes
Coimbra University Press,10.14195,"Jan 06, 2014","May 11, 2016","Jan 09, 2014",-
Cold Spring Harbor Laboratory Press,10.1101,"Jul 01, 2000","May 12, 2016","Oct 05, 2015",Yes
Cold Spring Harbor Laboratory Press,10.1110,"Sep 10, 2008",unknown,unknown,-
Cold Spring Harbor Laboratory Press,10.1261,"Jul 01, 2000","May 11, 2016",unknown,Yes
Cold Spring Harbor Laboratory Press,10.1101,"Jul 01, 2000","May 12, 2016","Oct 05, 2015",Yes
Cold Spring Harbor Laboratory Press,10.1110,"Sep 10, 2008",unknown,unknown,-
Cold Spring Harbor Laboratory Press,10.1261,"Jul 01, 2000","May 11, 2016",unknown,Yes
Cold Spring Harbor Laboratory Press,10.1101,"Jul 01, 2000","May 12, 2016","Oct 05, 2015",Yes
Cold Spring Harbor Laboratory Press,10.1110,"Sep 10, 2008",unknown,unknown,-
Cold Spring Harbor Laboratory Press,10.1261,"Jul 01, 2000","May 11, 2016",unknown,Yes
Cold Spring Harbor Laboratory Press - CSHL Library & Archives,10.14224,"Jul 01, 2000",unknown,unknown,-
Coldev Editions,10.5095,"Mar 04, 2010",unknown,unknown,-
Colegio Brasileiro de Atividade Fisica Saude e Esporte,10.3900,"Jun 03, 2008",unknown,unknown,-
Colegio Brasileiro de Reproducao Animal - CBRA,10.21451,,unknown,unknown,-
Colegio Mayor de Nuestra Senora del Rosario,10.12804,"Aug 20, 2013","May 05, 2016",unknown,-
Colegio Oficial de Bibliotecarios y Documentalistas de la Comunidad Valenciana,10.5557,"Feb 03, 2011","Feb 10, 2014",unknown,-
Colegio Oficial de Psicologos de Madrid,10.5093,"Feb 05, 2010","Mar 29, 2016","Sep 14, 2015",-
College Art Association,10.3202,"Apr 17, 2007","May 10, 2016",unknown,Yes
College of Communication and Public Relations,10.21018,,"May 07, 2016",unknown,-
"College of Humanities and Social Sciences, UAEU",10.19089,,"Apr 09, 2016",unknown,-
College of Natural Resources (Royal University of Bhutan),10.17102,,unknown,unknown,-
College of Occupational Therapists,10.4276,"Jul 23, 2009","Mar 21, 2014","Sep 14, 2015",Yes
College of Psychiatric and Neurologic Pharmacists,10.9740,"Oct 04, 2012","May 06, 2016","Mar 01, 2016",-
College of Science for Women,10.21123,,"Apr 03, 2016",unknown,-
College Publishing,10.3992,"Aug 05, 2008","Feb 09, 2016","May 12, 2016",Yes
Collegium Basilea,10.4024,"Sep 22, 2008","Feb 24, 2016",unknown,Yes
Collegium Basilea,10.1923,"Sep 22, 2008",unknown,unknown,Yes
Collegium Basilea,10.4024,"Sep 22, 2008","Feb 24, 2016",unknown,Yes
Collegium Basilea,10.1923,"Sep 22, 2008",unknown,unknown,Yes
Colloquim,10.15350,"Apr 15, 2014","May 07, 2016",unknown,-
Columbia International Publishing,10.7726,"Jun 21, 2012","May 11, 2016",unknown,-
Columbia University Libraries/Information Services,10.7916,,unknown,unknown,-
Columbia University Press,10.7312,"Apr 24, 2012","Apr 23, 2016",unknown,-
